,text,score
349,hasil kerja ahokdjarot dlm bidang ekonomi,-1
350,telah hadir di studio agus harimurti yudhoyono bakal calon gubernur dki jakarta yg usung partai demokrat ppp pkb amp,-1
351,apaansi ini mas agus di matanajwa gebu banget udd ude,-1
352,mui ahok hina islam alquran dan ulama penjara harga mati sekali proses kasus rampok rssw dll selesai udd udeb,-1
353,ahok pns dki jakarta yang laku pungli kami pecat n,-1
354,serius kak soal turut si ay agus yudhoyono inibelum mantep tp bisa gitu jawabin pdhl najwa nusuknya dalem,-1
355,mas agus idola leo banget bawa,-1
356,dukung ahok selalu bilang yang nga suka ahok islam marah candu agama dll lha nusron tadi ngomong kayak dewa mabok u,-1
357,ahok jelas alas puluh sekolah di dki gagal bangun tahun ini ahok jelas alas gagal ban,-1
358,ahok jelas alas puluh sekolah di dki gagal bangun tahun ini ahok jelas alas gagal ban,-1
359,buzzer ahok yang rekrut dari latar agama sekarang mati gaya telah muncul agus dan anis rasa ahok gak perlu l u,-1
360,gue heran dukung ahok kaga ada cape ngetwit,-1
361,hahaha baru gesek sedikit aja sma mba nana agus sudah ngebul emosi santai aja mas di politik hrus siap di korek abiiiis,-1
362,mungkin blom makan atau tak kuasa masalah yg tanya,-1
363,liat kok najwa yg gelisahsmua tanya jawab sg cerdas oleh mas agus jawab cerdas dan akurat kok bilang emosi u,-1
364,dulu saya suka yusuf mansyur muda akhlak mulia dan agam tapi sekarang hemsss speechless deh ufffd ufffd,-1
365,kopi dibanyakingrogi tingkat dewa tuh si agus,-1
366,sobat relasi jgn lupa saksi live talkshow mas agus harimurti yudhoyono di mlm ini pkl wib di u,-1
367,masih tetep dukung ahok sih buat jadi gub lanjut,-1
368,ahy sdh kunjung ke tempo dan wawancara skr anies  sandi ahok  djarot coming soon kaya,-1
369,tegak hukum dan adil hadap ahok bagai laku hina alqur uan dan ulama,-1
370,hidup misteri men kita tidak akan tau akan seperti apa njalan hidup kita depan ngeri  ngeri sedap mas nagus yudhoyono kerenss,-1
371,bang tega buat buya sjafii jadi sedikit bohong ke publik demi bela ahok,-1
372,rachmawati singgung megawati ajak ahok ke makam bung karno rachmawati ungkap sudah u,-1
373,tanpa pandang bulu ahok bongkar lahan hotel untuk normalisasi kali krukut via,-1
374,heboh ahok tutup diskotik yang bukti edar narkoba berita baru ahok via,-1
375,celah korupsi habis fadli zon jokowi hadir di ott pungli kemenhub mau tutup isu ahok via,-1
376,ahok sudah minta maaf rachmawati proses hukum harus jalan,-1
377,asiknya habis bela ahok dapat amplop,-1
378,kena karma dholimi ahok ketua bpk harry azhar jatuh sanksi etik oleh mkke bpk,-1
379,belum jg wartawan yg tanyatpi agus yudhoyono liat panik dan sedikit emosi,-1
380,habiburokhman kalau ahok ikhlas saya ajak rekan rekan maaf dia berita baru hari ini via,-1
381,untung jokowi dan ahok dapat istri idam seperti ini berita baru hari ini via,-1
382,mas agus cerdas rek mantap mas,-1
383,ahok bela megawati soal gaya bicara yang kasar ustaz yusuf mansur orang bangka belitung santun,-1
384,mesti pilkada dki ini dpercepat aja gosah nunggu pilkada serentak biar ga nimbulin masalah smua krn ahokkl cagubnya bkn ahok ga rame,-1
385,wait tadi mas agus yudhoyono tanya apa sih kokkayaknya tegang sampe minum kopi di mata najwa udd ude udd ude,-1
386,mui guna isu agama untuk dukung calon tentu dan hajar ahokdjarot waduh main politik ya,-1
387,ahok jelas alas puluh sekolah di dki gagal bangun tahun ini ahok jelas alas gagal ban,-1
388,u soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
389,prtanyaan to agus apa yg mnjadi yakin diri untk bisa mnjadi gub selain usung parpol,-1
390,si mbak mego malah bawa ahok ziarah makam bung karno,-1
391,itb jd hater ahok ahoker said udd ude,-1
392,agus yudhoyono nyata lebih lugas dan tegas dalam jawab banding sang bapak sby yg selalu hati dlm jawab u,-1
393,fadli zon ppp djan faridz dukung ahok untuk rayu jokowi emang masalah buat lo zon via,-1
394,buni yani tebar benci isu sara ahok di ancam uu ite oleh polisi via,-1
395,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
396,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu jakartapenyelidi,-1
397,wajar rachmawati singgung megawati bawa ahok ke makam bung karno jakartarachmawati soekarnoputri men,-1
398,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
399,rachmawati soekarnoputri nyata dukung untuk aniessandi,-1
400,budiman sudjatmiko bijak ahok sering diframing pro  tribunnews,-1
401,polri tunda proses hukum ahok hingga selesai pilgub ipw marah umat islam akan puncak,-1
402,ahok tidak minta maaf atas nista agama habieb rizieq ayo polisi ahok,-1
403,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
404,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
405,poin calgub dki di dlu udd uded nedisi taruh di jakarta by agus hy,-1
406,mui bayar berapa sama agus yudhoyono agar salah ahok,-1
407,tokoh muslim yg keras tolak ahok yaa tokoh muslim yg lama ini anti pancasila amp,-1
408,ahok jelas alas puluh sekolah di dki gagal bangun tahun ini ahok jelas alas gagal ban,-1
409,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
410,mui jatim mas kanjeng dan ahok sama nista agama,-1
411,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
412,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
413,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
414,ahok fitnah majelis rasulullah saat kampanye di n n,-1
415,mui jatim mas kanjeng dan ahok sama nista agama,-1
416,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu jakartapenyelidik,-1
417,bagi mas agus jadi gub adlh panggil besar dlm hidup krn beliau mrsa mjd calon alternatif utk mjd jakarta lbh baik,-1
418,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
419,mui jatim mas kanjeng dan ahok sama nista agama,-1
420,ahok jelas alas puluh sekolah di dki gagal bangun tahun ini ahok jelas alas gagal ban,-1
421,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
422,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
423,ente mudah prasangka baik k ahok tp k ulama gampang prasangka buruk,-1
424,mui jatim mas kanjeng dan ahok sama nista agama,-1
425,doooh muka ini lhooo tampolable banget sik,-1
426,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
427,anda bisa ikut yang hadir agus harimurti yudhoyono lwt live streaming di u,-1
428,bagi mas agus jadi gub adlh panggil besar dlm hidup krn beliau mrsa mjd calon alternatif utk mjd jakarta lbh u,-1
429,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
430,mui jatim mas kanjeng dan ahok sama nista agama konfrontasiketua mui jawa timur kh abdusshomad bu,-1
431,ini video saat nusron wahid kritik mui soal ahok,-1
432,mui jatim mas kanjeng dan ahok sama nista agama konfrontasiketua mui jawa timur kh abdusshomad bu,-1
433,tempo hari saya bilang klo ahok kalah saya akan dukung ahy tapi lihat fansboy ahy yg bringas ga jadi akh ngerikkk lihat is u,-1
434,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
435,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
436,mui jatim mas kanjeng dan ahok sama nista agama,-1
437,ahok jelas alas puluh sekolah di dki gagal bangun tahun ini ahok jelas alas gagal ban,-1
438,mui jatim mas kanjeng dan ahok sama nista agama,-1
439,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
440,ahok benar al maidah itu kait konteks perang bukan konteks pilkada kalau ada yg kait pilkada berar u,-1
441,mui jatim mas kanjeng dan ahok sama nista agama,-1
442,ahok jelas alas puluh sekolah di dki gagal bangun tahun ini ahok jelas alas gagal ban,-1
443,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
444,mui jatim mas kanjeng dan ahok sama nista agama,-1
445,mui jatim mas kanjeng dan ahok sama nista agama,-1
446,mui jatim mas kanjeng dan ahok sama nista agama,-1
447,selain ahok ni pada minta maaf dong betul kata dgln,-1
448,dan mas agus ikut dlm konstetasi politik karena calon oleh beberapa partai dan benar tidak pernah duga sebelumny u,-1
449,ahok agus dan anies adu program tata ruang dki ini banding,-1
450,mui jatim mas kanjeng dan ahok sama nista agama,-1
451,tuju cuma gmn cara jatuhin ahok bkn gimana bikin jakarta lebih maju dan rakyat sejahtera,-1
452,mui jatim mas kanjeng dan ahok sama nista agama,-1
453,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
454,najwa nanyanya pinter banget agus jawab nggak kalah pinter,-1
455,ahok agus dan anies adu program tata ruang dki ini banding,-1
456,mui jatim mas kanjeng dan ahok sama nista agama,-1
457,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
458,arah kembang api ke rumah dinas ahok pria ini tangkap,-1
459,konteks mungkin sama dalam kasus ahok publik tidak rela dg dapat ahok soal qs al maidah,-1
460,ahok sophia latjuba dan tim sukses makan malam dan rapat di rumah dinas u,-1
461,ahok minta maaf pakar ucproses hukum jalan terus tak ada hubung dengan minta maaf ud  salam online,-1
462,mas agus nyata bahwa saat ini beliau hrs sesuai kondisi saat ini politik amp,-1
463,mas agus tanggap tanya ttg kutip rekam beliau jawab mas agus tetap konsisten,-1
464,dulu saat mhs ui minta maaf hubung video tolak ahok dia bilang tak cukup hny minta maaf ahok makan omongann u,-1
465,iya dari siang tdi mmg dukung ahok utk,-1
466,mui hukum islam sempit sudah tidak relevan semua tahu allah hanya konsep buruk rupa sifat cermin belah malu aku ahok benar,-1
467,saya lihat data lsi soal pilkada dki yang kejut survei okt ahok potensial kalah,-1
468,anggap sudah bukti kerja abdee slank dari dulu dukung ahok,-1
469,unggah video ahok kutip al maidah aku salah ngaku salah tp tdk minta maaf amp,-1
470,mas agus ini gimana sih,-1
471,rachmawati singgung megawati ajak ahok ke makam bung karno,-1
472,agus yudhoyono ini karirnya lagi bagus di ranah militer langsung putus belok ke cagub ini tanya banget sebenernya ya,-1
473,jangan lewat malam ini live pk wib sama bakal calon gubernur agus harimurti yudhoyono,-1
474,ketua mui minta ahok jelas minta maaf,-1
475,belum belum greget ngegampar jawab om agus yudhoyono bu najwa shihab masih belum dalem banget nih oke this is getting interesting,-1
476,pilkada dki ahok temu sophia latjuba sengaja tak ajak djarot,-1
477,alas anies sering turun ke masyarakat meski belum masa kampanye tribunpekanbaru,-1
478,terus tuai simpati nachrowi ramli terima dagang besi tua dukung agus harimurti,-1
479,rachmawati singgung megawati ajak ahok ke makam bung karno,-1
480,rachmawati singgung megawati ajak ahok ke makam bung karno,-1
481,pilkada dki ahok temu sophia latjuba sengaja tak ajak djarot,-1
482,mui jatim mas kanjeng dan ahok sama nista agama,-1
483,detikcom ahok agus dan anies adu program tata ruang dki ini banding,-1
484,agus yudhoyono jadi gubernur jakarta adalah greater call untuk saya,-1
485,ini video saat nusron wahid kritik mui soal ahok,-1
486,nusron wahid tak satu pun kalimat ahok nista alquran via,-1
487,mnrt mas agus banyak sekali putus pd saat beliau masih tugas bagai komandan batalion,-1
488,klo hujat spt ahok pasti diare,-1
489,alas anies sering turun ke masyarakat meski belum masa kampanye,-1
490,rachmawati singgung megawati ajak ahok ke makam bung karno,-1
491,alas anies sering turun ke masyarakat meski belum masa kampanye,-1
492,ahok raperda reklamasi tidak ada kait dengan luhut,-1
493,mas agus blm siap sori mentah bgt,-1
494,nusron wahid tak satu pun kalimat ahok nista alquran via,-1
495,alas anies sering turun ke masyarakat meski belum masa kampanye,-1
496,jelas nusron wahid soal nyata ahok yang kutip ayat al quran dan picu kontroversi via,-1
497,video mahasiswa lhokseumawe demo ahok,-1
498,ini video saat nusron wahid kritik mui soal ahok,-1
499,mnrt mas agus banyak sekali putus pd saat beliau masih tugas bagai komandan batalion,-1
500,video mahasiswa lhokseumawe demo ahok,-1
501,video mahasiswa lhokseumawe demo ahok massa aku sangat ganggu dengan ucap ahok pada,-1
502,agus yudhoyono ini karirnya lagi bagus di ranah militer langsung putus belok ke cagub ini tanya banget u,-1
503,tribunpekanbaru rachmawati singgung megawati ajak ahok ke makam bung karno,-1
504,telah liat agus di apakah agus pilih yg tepat,-1
505,gawat mas agus kena hantam najwa udd ude udd ude,-1
506,alas anies sering turun ke masyarakat meski belum masa kampanye,-1
507,tribunpekanbaru alas anies sering turun ke masyarakat meski belum masa kampanye,-1
508,jelas karena minta maaf kemarin turut saya bagai orang dalam kategori awam belum rasa bapak memint u,-1
509,ahok jilbab yang pakai yang kayak serbet malah mungkin lebih bagus serbet di dapur saya n n,-1
510,senayan hindar amarah publik dprd dki minta lengser ahok,-1
511,agus jawab muter ahga tajem tepat sasar udd ude udd ude udd ude pic u,-1
512,rachmawati tertawa ketika tanya apakah dia juga akan ajak aniessandiaga ke makam ayah ia,-1
513,rachmawati singgung megawati ajak ahok ke makam bung karno rachmawati tertawa ketika tanya apakah dia j,-1
514,agus yudhoyono ada di acara di nkaku banget om kayak sedang interview kerja,-1
515,ahok nelayan yang antireklamasi sila pergi dari muara angke hebat ya,-1
516,doooh muka ini lhooo tampolable banget sik,-1
517,telah mati bela ahok di ilc nusron purnomo traktir kasih makan oleh para cukong china,-1
518,alas anies sering turun ke masyarakat meski belum masa kampanye via tribun,-1
519,alas anies sering turun ke masyarakat meski belum masa kampanye anies jelas diri rasa perlu un,-1
520,alas anies sering turun ke masyarakat meski belum masa kampanye cincin,-1
521,rachmawati singgung megawati ajak ahok ke makam bung karno,-1
522,fadli zon tukang becak dan presiden jika masalah harus adil apalagi ahok,-1
523,ahy agus harimurti yudoyono ahy baca ahaaayeee uyeeee n n n ngaring krik krik kraaaauk,-1
524,video mahasiswa lhokseumawe demo ahok,-1
525,bru pertama kali nonton mata najwa itu karna ada agus nyata najwa gin toh suka potong bicara orang n,-1
526,sangat salut dgn nusron wahid dlm argumentasi di ilc soal ahokkita perlu lbh banyak lg di indonesia org seperti dia u,-1
527,alas anies sering turun ke masyarakat meski belum masa kampanye anies jelas d,-1
528,ini alas ahok temu sophia latjuba tanpa djarot jakarta pos kota u jelang masa kampanye pilkada dki,-1
529,hahaha njadi yg dukung anies sandi sekarang sdh ga anti china lagi ya nsdh dpt hidayah rupa ua,-1
530,ekor singa yg pimpin ribu domba lbh takut dr singa yg pimpin ekor domba di jkt kita butuh singa u,-1
531,mesti pilkada dki ini dpercepat aja gosah nunggu pilkada serentak biar ga nimbulin masalah smua krn ahokkl cagubnya b u,-1
532,tum pkb yakin mayoritas warga nu di jakarta dukung agussylvi,-1
533,iwan fals garagara ahok kita ingat alquran,-1
534,mas agus yudhoyono tetap yang baik moga sukses di pilkada dki,-1
535,oke om ini mata hitam silah tempel di berita si bobrok ahok main a u,-1
536,ulama yg bela ahok adalah ulama ah betapa islami organisasi ini jatiwaringin raya jam an tadi,-1
537,kalau pak ahok nista agama dia tak akan bisa keluar dari pulau ini kata warga pulau ribu,-1
538,retweeted salam uc udc udffb ufef ahok vonis salah djarot belum tentu naik tahta,-1
539,astaghfirullah nsegitunya mereka laku para ulama nkalian pikir beliau itu komoditi,-1
540,gimana nih om halusinasi tingkat dewa kayak no ini,-1
541,loh survei baru spin ahokdjarot masih jaya href rel nofollow uedlvr it uc a ue truncated false in reply to status id null in reply to status id str null in reply to user id null in reply to user id str null in reply to screen name null user id id str name sep utc offset time zone jakarta geo enabled true lang en contributors enabled false is translator false profile background color profile background image url http pbs twimg com profile background images bjrj d jpeg profile background image url,-1
542,daripada ngelamun bantuin ya om biar publik tau apa beda agus sama ahok hehee uc,-1
543,loh survei baru spin ahokdjarot masih jaya,-1
544,anda perlu lihat foto ini apakah kita akan dukung calon gubernur yg dukung organisasi seperti ini tolong rtn u,-1
545,ahok dijatuhin tinggal tunggu gilir jokowi dijatuhin pake isu komunis ndan gelagat udah terang benderang,-1
546,hasil kerja ahok sudah bisa lihat dan rasa warga jakarta ini hal yang tidak bisa dipungkiri n,-1
547,iya program yg mana yg dah dijalanin ahok  display text range source uca href http twitter com download android rel nofollow uetwitter for android uc a ue truncated false in reply to status id in reply to status id str in reply to user id in reply to user id str in reply to screen name diralestari user id id str name indonesia url http muhammadputrarinjani blogspot com description just an ordinary guy a k a grassrooters neurotic political criminal a traveler of life journey http ui academia edu reizarinjani protected false verified false followers count friends count listed count favourites count statuses count created at mon apr utc offset time zone jakarta geo enabled false lang en contributors enabled false is translator false profile background color cdeed profile background image url http pbs twimg com profile background images marchpop jpg profile background image url lestari id id str indices screen name alexemeru name gusnaidi id id str indices screen name agusyudhoyono name agus yudhoyono id id str indices screen name aniesbaswedan name anies baswedan id id str indices symbols favorited false retweeted false filter level low lang in timestamp ms,-1
548,duh malu plt gubernur dki bantah ucap ahok gaji pns rp  juta,-1
549,junaedi albaghdadi geram zikir akbar yang pimpin dipolitisir tim ahokdjarot n,-1
550,dukung ahok anggun c sasmi saya muslim dia kristen,-1
551,ahokdjarot dapat dukung dari ratus aktivis perempuan,-1
552,spin ahok unggul hanya di pilih etnis china lebih nihil n,-1
553,december at pm,-1
554,geger si ahok,-1
555,rp miliar ubah jadi rp juta soni sumarsono sorak atlet ahok heran,-1
556,ahok us ublasphemy u trial underway as his relentless eviction campaign continues,-1
557,jakarta mayor ahok most googled in indonesia u malaysia outlook press release registration,-1
558,edar tanda tangan palsu anies soal syariat islam di jakarta republika online,-1
559,tdk ada pengaruh dhani dukung anies karakter dukung dng yg dukung sama mulut ember alias bohong,-1
560,asa univ paramadina tdk seagresig universitas lain growthnya status quo aja gitumaaf smg sy salah,-1
561,tuding acara ahok berpofesi bagai notaris acta nyata tak punya bukti lewat,-1
562,mang apa program yg dah dikerjain ahok,-1
563,ahok antara hati amp,-1
564,tulus orang ahok,-1
565,pecat ahok kepsek menang di tingkat kasasi,-1
566,kenapa plt bukan ahok yg pilih turut std n kwalitas dia akhir kan dptnya coleng gin udd ude,-1
567,pilkada dki jangan pilih pki bahaya pilih atau saja pdip usai nonton debat,-1
568,phd abal abal sumpah ga respect lagi sama anies baswedan retorika ga ada solusi nyinyir orang doang u,-1
569,yg pasti mah mendikbud gagal,-1
570,ganti dia pikir dia paling pintar boleh om,-1
571,ahok struktur bagus identified problem gt,-1
572,ikhtisar n n just duit n just do it n just do if,-1
573,temu kejut ramai twitter di dan soal dukung ahok,-1
574,ahy debat udah kelas capres aja tegas cerdas dan wibawa,-1
575,saya doa moga sampeyan jadi menang di kontes pilgub dki kalau sudah jadi gubernur jgn seperti ahok yg u,-1
576,apa cuma gue doang tiap paslon ngomong volume langsung gue gedein sedang paslon ngomong langsung dikecilin lagi udd ude,-1
577,pilkada dki jangan pilih pki bahaya pilih atau saja pungli di dinas penanama,-1
578,orang dosen yang harus kagum karena cerdas otak tapi ketika runtuh karena hobi jatuh orang lain u,-1
579,coba deh buka mata dan hati lebar lebar dan legowo npak pantas saja buang u,-1
580,surat annisa sangat pas dengan kondisi sekarang n n,-1
581,yang lain akan tanggulang banjir no sudah hilang banjir,-1
582,masyarakat indonesia tidak salah pilih pimpin nsaya dukung pak anies nsemangaat,-1
583,makin wibawa npaslon makin lucu bingung jawab serang paslon npaslon makin garang d u,-1
584,telah debat makin mantap dengan mas dan mpok yaa pak udd udea,-1
585,dari awal kampanye kan sudah biasa salah data mulu dan ga perlu kaget kalo over budget u,-1
586,di tinggal ahok cuti jakarta makin kacauuuuparahhhh,-1
587,gelar ph d anies baswedan tidak malu serang dgn data abal,-1
588,ibu sylvi adalah contoh bahwa wanita itu sulit tebak dan pak anies contoh pria yg gak peka,-1
589,gelar ph d anies baswedan tidak malu serang dgn data abal,-1
590,meme aksi ahok saat debat viral di medsos,-1
591,pak anies bilang rankingnya salah telah saya jabat jadi ranking klo ranking kok gak jadi men u,-1
592,mulut dengan tangan ta sakit orang,-1
593,gw yakin yang ribut soal cagub dki bukan warga dki doang udd ude malah kadang yang bukan warga dki lebih heboh udd ude,-1
594,jaman sekarang susah cari pimpin obyektif yang selalu pijak pada benar dan layak jadi referensi kata ubnya n,-1
595,ikut yuk udd udc udd udc uc udc udffb ufef n nkita pilih ahy gong xi fa cai,-1
596,mpok gmn dapat ttg makan rendang pake kecap,-1
597,urus kip gimana,-1
598,ini yg gue bilang yg hebat di tim itu cuma tukang foto coba zoom orang dikit kebyakan bers u,-1
599,di dalam debat ngawur luar debat jg ngawur yg begini msh dipujapuji kalian tugas puja u,-1
600,siapa nih calon gubernur dan wakil gubernur yang kalian tunggu di,-1
601,siapa yang paling ingin kalian saksi di malam ini,-1
602,paslon dalam makin tekan dan kritisi oleh paslon dan malah makin tunjuk kualitas,-1
603,pilkada dki jangan pilih pki bahaya pilih atau saja ini strategi anies turun,-1
604,pilkada dki jangan pilih pki bahaya pilih atau saja nu dukung polda bal usu,-1
605,kl turut pak paslon mana yg penuh retorika atau teori dan paslon mana yg pis misi kerja nyata utk u,-1
606,salut sama no tdk balas dgn pojok pasang no n tp jelas semua program dgn jelas u,-1
607,sylvi just like ibu arisan that can talk bad about her neighbor but without seeing herself,-1
608,pake urat banget paslon lol,-1
609,paslon akan naik gaji guru paud jika pilih waktu jadi mendikbud ente ngapain bray tidur,-1
610,judul no di kepungtpi lucu no jadi tengah di antara dan,-1
611,pak anies ini jakarta ini jakarta n nnetizen yang bilang polewali mandar siapa pak udd ude n n,-1
612,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis,-1
613,strategi konyol dalam sejarah acara debat sangat tidak intelek dan malu,-1
614,lihat kemarin jelas bahwa yg jadi adalah lawan thd ubah unt kembali ke masa lalu,-1
615,jangan sampai anda sesal telah pilih pasang yg salah and so use to brain and i chose no,-1
616,you not fair anda mau naik gaji guru paud kalo jd gub dki kenapa anda tidak laku saa u,-1
617,agus awang bansos bangun masjid sylvi nyinyir,-1
618,well pilih saya tweni nain may ej pertikal hosing status makmur m u,-1
619,agus awang bansos bangun masjid sylvi nyinyir,-1
620,yang tengah seperti narasumber yg kiri dan kanan cuma moderator sekaligus pena,-1
621,jadi post apakah tdk lbh baik jadi tema ubah mental ini scr lbh kuat frontal jadi v,-1
622,meme aksi ahok saat debat viral di medsos,-1
623,tv mana yg dalam berita pilkada dki bisa di percaya amp,-1
624,tv mana yg dalam berita pilkada dki bisa di percaya amp,-1
625,bukti jauh apa untung bawa n xi fa cai n,-1
626,selesai debat sylvi langsung semprot pepo memo ojo ngono pie toh,-1
627,selesai debat sylvi langsung semprot pepo memo ojo ngono pie toh,-1
628,sebut orang baik kalau bisa beri contoh yang baik n,-1
629,saat anies bicara soal didik pada yang jadi justru makin kuat alas jokowi henti dari menteri,-1
630,pilih yang mana nih guys,-1
631,kata sunda kelapa kok gk ada kelapa kampung rambutan isi mikrolet udd ude udd udewkwkwkwk,-1
632,layak untuk beri sempat karena cukup kuasa masalah tidak normatif tahu apa yg harus laku n,-1
633,birokrasi yg layan rakyat emank badja gak ada lawan nya,-1
634,wong debat serius kok malah digawe meme urip kakean guyon ndes situ sehat,-1
635,paslon justru tenang amp,-1
636,wau super sekali smpai pagi ini hashtag msh tahan udd ude udd ude udd ude udd ude udd udea udd udea,-1
637,jangan sampai anda sesal telah pilih pasang yg salah and so use to brain and i chose no,-1
638,nah gue pikir sentimen tahana oke di malam tapi mnrt politicawave malah balik geng u,-1
639,pilkada dki jangan pilih pki bahaya pilih atau saja ini strategi anies turun,-1
640,dalam lihat paslon dan kerja sama serang paslon bukti valid adl kata paslon sm pak anies tahu kok,-1
641,amat khawatir antasari jadi komoditas politik n,-1
642,apa pertanyaanya jawab tetap yg penting kreatif n goodwill n n yg tdk tuju silah keluar dari habitat masing n n,-1
643,omg anies sangat nyinyir yaa so manipulatif emotional mana seorg dosen yg objective he s lost,-1
644,pepo lupa ngasih tau maap ya nak ujar pepo sadar hal itu jadi bumerang buahhatinya,-1
645,anissandi pro lingkung tanah sbg fungsi lingkung resap air harus di jaga,-1
646,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis,-1
647,nu awal nkri fpihti ingin rusak ri amp,-1
648,no vickynisasi nno realita nno motivator nyasar n,-1
649,ajar undang dulu baru statement program,-1
650,mari tulis sejarah baru mari gotong jakarta jadi kota dunia bangga punya pimpin visioner,-1
651,ahok lah yang baik,-1
652,cara konten tanya dominasi kritik kerja tahana tetapi tahana tetap unggul amp,-1
653,begini ini reaksi dalam malam ketika dengar jawab dari ahok n nchildish n n,-1
654,pilkada dki pilih ahokdjarot paling solid cc,-1
655,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis,-1
656,selamat pagi mari kita pikir jenak ude udd ude udd ude udd,-1
657,mpok sylvi kurang maksimal manfaat data dalam dan justru makin tunjuk lemah saat ada di birokrasi,-1
658,agus makin santai nahok makin santun nanies makin esmosi n nimho n,-1
659,usai sudah warga jakarta insyaallah makin yakin no,-1
660,ketua mui minta ahok jelas minta maaf,-1
661,lihat pa tangkap atas lapor warga tapi btp bebas padahal ada lapor bpk n n,-1
662,anehh bin ajaib ada paslon papar data transjakarta naik hanya padahal asli hingga data tidak jelas,-1
663,alas anies sering turun ke masyarakat meski belum masa kampanye,-1
664,ada benernya juga bang udd ude saya jadi ikut baca udd udef udc udffd udd udef udc udffd udd udef udc udffd,-1
665,liat bgt najwa ken jatuh agus tpi agus pandai jawab kereeenn dahhh udd udcd n,-1
666,paslon laku propaganda paslon laku kampanye paslon laku agitasi dalam,-1
667,ini pilkada dki bosss bukan pilkades pil kb pilkadut bkn jg konser boy band hadeh anak muda alay u,-1
668,pdip sengaja becah belah rakyat warga dki tidak pilih ahok singkaw,-1
669,mau dong lunch sm sosok keren itu hehhehe,-1
670,pilkada dki jangan pilih pki bahaya pilih atau saja tni al tangkap kapal tki,-1
671,anies makin lihat asli masyarakat sudah cerdas tidak mudah bohong dengan opini yang kelabu data,-1
672,perhati tiap sandi jawab seluruh tanya pasti ujung nyambung ke lapang kerja hanya kuasa itu saja,-1
673,mui lembaga umat islam yg aku perintah dn solusi hk mrpkn way out dr mslh pidato ahok dn bareskrim hrs periksa ah u,-1
674,mas agus kalo tegang nyruput kopi dulu mas biar makin membaraa yy udd ude u,-1
675,ahok mohon maaf tikai al quran ketika berkempen bahagian siasat jenayah polis terima lapor daripada,-1
676,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis,-1
677,ajar data dulu baru serang lawan,-1
678,saat anies bicara soal didik pada yang jadi justru makin kuat alas jokowi henti dari menteri,-1
679,jangan sampai reklamasi untuk top of the top yg eksklusif cikal bakal benteng voc jilid,-1
680,lebih ke penasaran sih sama apa target agus yudhoyono sampe rela henti dari militer,-1
681,rada kasi sih sama bu sylvi telah insiden overtime amp,-1
682,dalam paslon terlalu sibuk citra tahana gagal dalam pimpin jakarta dan sibuk ini jadi bumerang,-1
683,paslon harus lebih baik tampil namun rusak garagara monolog mpok sylvi yang lebih amp,-1
684,dan mas agus ikut dlm konstetasi politik karena calon oleh beberapa partai dan benar tidak pernah duga belum,-1
685,beda dengan megawati rachmawati dukung aniessandi,-1
686,kata sunda kelapa kok gk ada kelapa kampung rambutan isi mikrolet udd ude udd udewkwkwkwk,-1
687,wakakakakkkk anjir asli gak tahan ngakak,-1
688,pdip sengaja becah belah rakyat warga dki tidak pilih ahok bangkru,-1
689,org mungkin blm tau klo sbnrnya para pimpin koalisi yg usung agus krn inspirasi nnton descendant of sun,-1
690,jempol ke bawah tunjuk cawagub paslon tak punya respect thd mantan bos ya rab,-1
691,pimpin intelektual cerdas dan punya karismatik you the best sir agus,-1
692,lho dukung agus kah klo iya sama dong seperti yg mui itu hmmm,-1
693,gue bangga npak basuki bangga napalagi dukung ahokdjarot pasti lebih bangga lagi nmui diam bisu nyusuf mansur u,-1
